ticket_id,title,description,issue_type,customer_type,channel,previous_complaints,hours_open,impact_level,priority
TKT-11257,Two-factor authentication failing sometimes,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Payment Issue,Regular,Phone Call,6,3.38,Medium,Medium
TKT-11258,DDoS attack in progress – site unreachable,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Server Down,Regular,Email,8,1.41,High,High
TKT-11259,Critical payment failure affecting all users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Phone Call,15,3.55,High,High
TKT-11260,Server completely down – production halted,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Account Suspension,Premium,Chat,5,1.75,High,High
TKT-11261,Report generation taking too long,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Chat,6,3.33,Low,Medium
TKT-11262,Request to add dark mode,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Server Down,Regular,Chat,1,34.72,Low,Low
TKT-11263,Improve onboarding guide,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Premium,Phone Call,0,8.62,Medium,Low
TKT-11264,Spelling error in help documentation,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Login Issue,Regular,Email,1,25.43,Low,Low
TKT-11265,Feature not working as expected,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Other,Regular,Email,6,15.52,High,Medium
TKT-11266,Intermittent login failures reported,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Premium,Chat,1,2.13,High,Medium
TKT-11267,Export to PDF producing blank file,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Premium,Email,4,4.5,Medium,Medium
TKT-11268,Intermittent login failures reported,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Account Suspension,Regular,Chat,5,15.34,Medium,Medium
TKT-11269,Tooltip text unclear on settings page,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Other,Regular,Phone Call,3,63.0,Medium,Low
TKT-11270,Change password label text suggestion,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Regular,Chat,2,62.52,Medium,Low
TKT-11271,Profile update not saving properly,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Regular,Email,4,15.17,High,Medium
TKT-11272,Improve onboarding guide,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Login Issue,Premium,Phone Call,2,27.61,Low,Low
TKT-11273,Account suspended unexpectedly – urgent,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Account Suspension,Regular,Phone Call,12,0.05,High,High
TKT-11274,Email notifications not arriving,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Chat,1,9.86,High,Medium
TKT-11275,Two-factor authentication failing sometimes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Regular,Chat,1,6.25,Medium,Medium
TKT-11276,Spelling error in help documentation,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Regular,Phone Call,2,63.23,Low,Low
TKT-11277,Critical bug causing data exposure,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Login Issue,Premium,Phone Call,5,2.74,High,High
TKT-11278,Two-factor authentication failing sometimes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Regular,Chat,3,19.53,Low,Medium
TKT-11279,Intermittent login failures reported,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Premium,Email,5,9.43,Medium,Medium
TKT-11280,Critical bug causing data exposure,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Account Suspension,Premium,Email,4,2.57,High,High
TKT-11281,Critical bug causing data exposure,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Premium,Chat,13,1.5,High,High
TKT-11282,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Regular,Chat,5,1.49,Medium,Medium
TKT-11283,Two-factor authentication failing sometimes,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Security Problem,Regular,Phone Call,4,16.78,Low,Medium
TKT-11284,Critical payment failure affecting all users,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Server Down,Regular,Phone Call,12,2.01,High,High
TKT-11285,Two-factor authentication failing sometimes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Account Suspension,Regular,Phone Call,1,12.53,Medium,Medium
TKT-11286,Email notifications not arriving,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Account Suspension,Premium,Chat,2,7.25,Medium,Medium
TKT-11287,API endpoint returning 500 errors in production,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Security Problem,Premium,Phone Call,9,1.45,High,High
TKT-11288,API endpoint returning 500 errors in production,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Security Problem,Premium,Email,9,0.92,High,High
